id,pleno_id,fecha,mandat_id,intervinient,entitat,entitat_id,tipus_entitat,idioma_original,ambit,zones,districtes,categorias,subcategorias,cap_major,cap_subtopics,resum_cas,resum_val
2025-05-27-006,2025-05-27,2025-05-27,2023-2027,Consol Maria Valls Gregori,Federació d'Educació de Comissions Obreres del País Valencià / Orriols en Lluita,federacio-educacio-ccoo-pais-valencia,sindical,valenciano,no_especificat,,,drets_i_igualtat|serveis_publics,drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:igualtat_de_genere|drets_i_igualtat:drets_humans|serveis_publics:educacio,2|6|19|20,202|606|1906|2000,"La representante del sindicato de educación rechaza las enmiendas que van contra los derechos de las personas LGTBI+, especialmente trans y menores trans, y pide que se priorice la defensa de derechos humanos sobre la disciplina de voto.","La representanta del sindicat d'educació rebutja les esmenes que van contra els drets de les persones LGTBI+, especialment trans i menors trans, i demana que es prioritze la defensa de drets humans sobre la disciplina de vot."
2025-05-27-005,2025-05-27,2025-05-27,2023-2027,Raquel Viguer Chover,Asociación Chrysallis Comunitat Valenciana,chrysallis-comunitat-valenciana,ong,castellano,ciutat,,,drets_i_igualtat|serveis_publics,drets_i_igualtat:diversitat|drets_i_igualtat:drets_humans|serveis_publics:educacio|serveis_publics:salut,2|3|6|13,202|1304|606|300,"Raquel Viguer, madre de menores trans y delegada de Chrysallis, interpela a la alcaldesa contra la derogación de la Ley trans valenciana 8/2017 mediante enmiendas que eliminarían protecciones para menores trans en educación, sanidad y deporte. A través de casos reales, denuncia que estas reformas dejan indefensas a familias trans y vulneran derechos humanos fundamentales.","Raquel Viguer, mare de menors trans i delegada de Chrysallis, interpel·la l'alcaldesa contra la derogació de la Llei trans valenciana 8/2017 mitjançant esmenes que eliminarien proteccions per a menors trans en educació, sanitat i esport. A través de casos reals, denuncia que aquestes reformes deixen indefenses les famílies trans i vulneren drets humans fonamentals."
2025-05-27-004,2025-05-27,2025-05-27,2023-2027,Javier Gil Quintana,Samarucs,club-esportiu-samarucs-valencia,esportiu,castellano,ciutat,,,drets_i_igualtat|serveis_publics|participacio,drets_i_igualtat:diversitat|drets_i_igualtat:drets_humans|serveis_publics:esports|participacio:participacio,2|12|15,202|1201|1526,"Javier Gil Quintana, de Samarucs, denuncia la modificación de la Ley trans valenciana impulsada por PP y Vox, adviriendo sobre los delitos de odio contra personas LGTBI y los efectos negativos de una normativa que estigmatiza a las personas trans y limita contenidos educativos sobre diversidad.","Javier Gil Quintana, de Samarucs, condemna la modificació de la Llei trans valenciana impulsada per PP i Vox, advertint sobre els delictes d'odi contra persones LGTBI i els efectes negatius d'una normativa que estigmatitza a les persones trans i limita continguts educatius sobre diversitat."
2025-05-27-003,2025-05-27,2025-05-27,2023-2027,Juan Francisco Fernández Hernández,Col·lectiu Lambda,col-lectiu-lambda,ong,valenciano,ciutat,,,drets_i_igualtat|serveis_publics,drets_i_igualtat:diversitat|drets_i_igualtat:drets_humans|serveis_publics:seguretat,2|12|19,202|1906|1200,"Juan Francisco Fernández Hernández, del Col·lectiu Lambda, interpela directamente a la alcaldesa María José Català para que tome posición sobre la reforma de la Ley Trans que se votará en las Cortes, alertando que supone un ataque a la dignidad de las personas trans y un apartheid trans institucionalizado, especialmente contradictorio dado que Valencia acogerá los Gay Games 2026.","Juan Francisco Fernández Hernández, del Col·lectiu Lambda, interpel·la directament a l'alcaldessa María José Català perquè es posicione sobre la reforma de la Llei Trans que es votarà a les Corts, advertint que suposa un atac a la dignitat de les persones trans i un apartheid trans institucionalitzat, especialment contradictori atès que València acollirà els Gay Games 2026."
2025-05-27-002,2025-05-27,2025-05-27,2023-2027,Paula Iglesias Campos,Federación Estatal LGTBI+,federacio-lgtbi-estatal,av,castellano,ciutat,,,drets_i_igualtat|serveis_publics|persones,drets_i_igualtat:diversitat|drets_i_igualtat:drets_humans|serveis_publics:educacio|serveis_publics:seguretat|persones:joventut,2|6|12|20,202|606|1206|2000,"La presidenta de la Federación Estatal LGTBI+ denuncia el acoso escolar, la violencia y el suicidio de menores LGTBI+ como consecuencia del odio social e institucional, exigiendo compromiso político real y protección efectiva de derechos fundamentales.","La presidenta de la Federació Estatal LGTBI+ denúncia l'assetjament escolar, la violència i el suïcidi de menors LGTBI+ com a conseqüència de l'odi social i institucional, exigint compromís polític real i protecció efectiva de drets fonamentals."
2025-05-27-001,2025-05-27,2025-05-27,2023-2027,Cristóbal Aguado Sanchis,Associació de Veïns de la Petxina / Plataforma del Corredor Verd,av-la-petxina,av,valenciano,multi_barri,La Petxina|Vara De Quart|Exposicio|Mestalla,El Pla del Real|Extramurs|Patraix,urbanisme|mobilitat|medi_ambient,urbanisme:espai_public|mobilitat:mobilitat_activa|medi_ambient:zones_verdes|medi_ambient:emergencies_climatiques,7|10|14,1010|709|711|1401,"Cristóbal Aguado Sanchis, en representación de la Asociación de Vecinos de la Petxina y la Plataforma del Corredor Verde, presenta un manifiesto con más de 43.000 firmas exigiendo que el proyecto del Corredor Verde se desarrolle sin tráfico rodado, como propone el proyecto ganador del concurso, y denuncia la intención del Ayuntamiento de reservar el 30% de zonas verdes para vehículos privados.","Cristóbal Aguado Sanchis, en representació de l'Associació de Veïns de la Petxina i la Plataforma del Corredor Verd, presenta un manifest amb més de 43.000 firmes exigint que el projecte del Corredor Verd es desenvolupe sense trànsit rodat, tal com proposa el projecte guanyador del concurs, i denuncia la intenció de l'Ajuntament de reservar el 30 % de zones verdes per a vehicles privats."
2025-04-30-009,2025-04-30,2025-04-30,2023-2027,Javier Zamorano Ruán,Plataforma Vecinal Barrio de Penya-roja,plataforma-vecinal-penyaroja,plataforma,castellano,barri,Penya-Roja,Camins al Grau,serveis_publics|medi_ambient|drets_i_igualtat,serveis_publics:salut|medi_ambient:benestar_animal|drets_i_igualtat:drets_humans,3|4|12|20,300|400|1201|2004,"Veterinario en representación de la Plataforma Vecinal Barrio de Penya-roja denuncia la normativa de medicamentos del Ministerio de Agricultura por ser excesivamente restrictiva, criminalizar a los veterinarios y poner en riesgo la salud animal, reclamando diálogo y flexibilidad en la aplicación de criterios científicos profesionales.","Veterinari en representació de la Plataforma Vecinal Barrio de Penya-roja denuncia la normativa de medicaments del Ministeri d'Agricultura per ser excessivament restrictiva, criminalitzar als veterinaris i posar en risc la salut animal, reclamant diàleg i flexibilitat en l'aplicació de criteris científics professionals."
2025-04-30-008,2025-04-30,2025-04-30,2023-2027,Alejandro Aurelio Ripoll Ferrando,CCOO PV,ccoo-pv,sindical,valenciano,ciutat,,,serveis_publics|persones|participacio,serveis_publics:serveis_socials|persones:gent_major|participacio:transparencia,13|20,1300|1302|1304|2000,"El sindicato CCOO PV denuncia la falta crítica de personal en los centros municipales de servicios sociales de Valencia, con listas de espera de meses, profesionales sobrecargados de expedientes y servicios que no pueden expandirse al turno de tarde, solicitando una dotación inmediata de recursos humanos.","El sindicat CCOO PV denúncia la falta crítica de personal en els centres municipals de serveis socials de València, amb llistes d'espera de mesos, professionals sobrecàrregats d'expedients i serveis que no poden expandir-se al torn de vesprada, sol·licitant una dotació immediata de recursos humans."
2025-04-30-007,2025-04-30,2025-04-30,2023-2027,Cristóbal Aguado Sanchis,AV la Petxina,av-la-petxina,av,valenciano,multi_barri,Russafa|El Pla Del Remei|La Gran Via,L'Eixample,urbanisme|mobilitat|medi_ambient,urbanisme:espai_public|mobilitat:transit|mobilitat:mobilitat_activa|medi_ambient:contaminacio,7|10,1002|1001|1010|705,"El representante de la asociación de vecinos de la Petxina exige la eliminación del túnel de Pérez Galdós como parte de la reforma de la avenida, argumentando que el proyecto actual incumple los objetivos originales y propone una prueba de cierre táctica durante las obras para demostrar su viabilidad. Solicita al consistorio claridad y compromiso sobre la supresión del túnel antes de finalizar la reforma.","El representant de l'associació de veïns de la Petxina exigeix l'eliminació del túnel de Pérez Galdós com a part de la reforma de l'avinguda, argumentant que el projecte actual incompleix els objectius originals i proposa una prova de tancament tàctic durant les obres per a demostrar-ne la viabilitat. Sollicita al consistori claredat i compromís sobre la supressió del túnel abans de finalitzar la reforma."
2025-04-30-006,2025-04-30,2025-04-30,2023-2027,María José del Amor Macías,AV Abastos-Finca Roja,av-abastos-finca-roja,av,castellano,barri,La Raiosa,Jesús,mobilitat|medi_ambient|drets_i_igualtat,mobilitat:transit|mobilitat:mobilitat_activa|medi_ambient:contaminacio|drets_i_igualtat:drets_humans,7|10|19,1002|705|1010|1906,"La asociación de vecinos demanda la eliminación simultánea del túnel de Pérez Galdós con la reforma integral de la avenida, citando estudios de la UPV que evidencian problemas estructurales y un tráfico insostenible que vulnera el derecho a la salud por contaminación y ruido.","L'associació de veïns demana l'eliminació simultània del túnel de Pérez Galdós amb la reforma integral de l'avinguda, citant estudis de la UPV que evidencien problemes estructurals i un trànsit insostenible que vulnera el dret a la salut per contaminació i soroll."
2025-04-30-005,2025-04-30,2025-04-30,2023-2027,Francisco Mora Cartier,Observatori Valencià de les Migracions,observatori-valencia-migracions,altres,castellano,ciutat,,,drets_i_igualtat|persones|participacio,drets_i_igualtat:drets_humans|drets_i_igualtat:interculturalitat_i_antiracisme|persones:gent_major|participacio:participacio,2|9|13|19,1906|900|1304|202,"El Observatorio Valenciano de las Migraciones denuncia la separación de familias migrantes en los procesos de acogida municipal, donde solo se acoge a madres e hijos dejando a los padres en la calle. Solicita que el Ayuntamiento dedique recursos para proteger derechos de menores y familias migrantes, cumpliendo con la legalidad y tratamientos más humanos.","L'Observatori Valencià de les Migracions denuncia la separació de famílies migrants en els processos d'acollida municipal, on només s'acull a mares i fills deixant els pares al carrer. Solicita que l'Ajuntament dedique recursos per protegir drets de menors i famílies migrants, complint amb la legalitat i tractaments més humans."
2025-04-30-004,2025-04-30,2025-04-30,2023-2027,Roland Carlos Montenegro Peredo,Asociación Hispanos sin Fronteras en València,hispanos-sin-fronteras-valencia,ong,castellano,ciutat,,,drets_i_igualtat|participacio|serveis_publics,drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|participacio:participacio|participacio:processos_participatius|serveis_publics:serveis_socials,9|13|20,900|1300|2000|2015,"Roland Carlos Montenegro Peredo, presidente de la Asociación Hispanos sin Fronteras en València, presenta la labor de su entidad en favor de la integración sociocultural de personas migrantes mediante programas legales, sociales, culturales y deportivos, expresando su compromiso con el nuevo Consejo Local de Inclusión y Derechos Sociales.","Roland Carlos Montenegro Peredo, president de l'Associació Hispanos sin Fronteras en València, presenta la tasca de la seua entitat a favor de la integració sociocultural de persones migrants mitjançant programes legals, socials, culturals i esportius, expressant el seu compromís amb el nou Consell Local d'Inclusió i Drets Socials."
2025-04-30-003,2025-04-30,2025-04-30,2023-2027,Luz Eliana Garzón,Asociación Intercultural Mundo Solidario,asociacion-intercultural-mundo-solidario,ong,castellano,ciutat,,,drets_i_igualtat|participacio|serveis_publics,drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme|participacio:participacio|participacio:processos_participatius|serveis_publics:serveis_socials,2|9|13|20,202|900|1300|2000,"Luz Eliana Garzón, vicepresidenta de la Asociación Intercultural Mundo Solidario, interviene para resaltar el trabajo de inclusión de migrantes y personas con discapacidad en Valencia, reclamando ser parte activa de la sociedad con voz y voto, no como ciudadanos de segunda clase.","Luz Eliana Garzón, vicepresidenta de l'Associació Intercultural Món Solidari, intervé per a destacar la labor d'inclusió de migrants i persones amb discapacitat a València, reclamant ser part activa de la societat amb veu i vot, no com a ciutadans de segona classe."
2025-04-30-002,2025-04-30,2025-04-30,2023-2027,Eduardo Béjar Méndez,Asociación Plataforma Intercultural de España,asociacion-plataforma-intercultural-espana,plataforma,castellano,ciutat,,,participacio|drets_i_igualtat|serveis_publics,participacio:consells_sectorials|drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|serveis_publics:serveis_socials,9|13|14|20,900|1300|2000|1401,"La Plataforma Intercultural de España manifiesta su disconformidad con la disolución del Consejo de Inmigración y su integración en el nuevo Consejo de Inclusión y Derechos Sociales, que reduce la representación de más de 60 entidades migrantes a solo 3, dejando sin voz a numerosas comunidades inmigrantes de la ciudad de València.","La Plataforma Intercultural d'Espanya manifesta la seua disconformitat amb la dissolució del Consell d'Immigració i la seua integració en el nou Consell d'Inclusió i Drets Socials, que redueix la representació de més de 60 entitats migrantes a només 3, deixant sense veu a nombroses comunitats immigrants de la ciutat de València."
2025-04-30-001,2025-04-30,2025-04-30,2023-2027,Cristina Díaz Gil,Asociación de Vecinos de Beniferri,asociacion-vecinos-beniferri,av,castellano,barri,Beniferri|Campanar,Campanar|Poblats de l'Oest,urbanisme|participacio,urbanisme:espai_public|participacio:processos_participatius,14|20,1403|2000,"La Asociación de Vecinos de Beniferri expresa su preocupación por el aumento de volumetría previsto en el nuevo plan urbanístico de Campanar-Beniferri, solicitando que se mantenga la idiosincrasia histórica de la pedanía. Agradecen las reuniones mantenidas con el concejal de Urbanismo y confían en que sus alegaciones sean consideradas en la propuesta definitiva.","L'Associació de Veïns de Beniferri expressa la seua preocupació pel augment de volumetria previst en el nou pla urbanístic de Campanar-Beniferri, sol·licitant que es mantinga la idiosincràsia històrica de la pedania. Agraïxen les reunions mantingudes amb el regidor d'Urbanisme i confien que les seues al·legacions siga considerades en la proposta definitiva."
2025-04-11-3-112,2025-04-11-3,2025-04-11,2023-2027,"Beatriu Cardona Prats, Joan Domínguez Pavía",STA-Intersindical,sta-intersindical,sindical,valenciano,multi_barri,Castellar-L'Oliveral|La Torre|El Forn D'Alcedo,Poblats del Sud,serveis_publics|medi_ambient|participacio,serveis_publics:educacio|medi_ambient:dana_2024|medi_ambient:emergencies_climatiques|participacio:transparencia,6|7|14|20,602|711|1401|2004,"El sindicato docente STA-Intersindical denuncia la nefasta gestión de la DANA en los centros educativos de las pedanías del sur, con gimnasios inoperativos, mobiliario sin reponer y falta de financiación.","El sindicat docent STA-Intersindical denuncia la nefasta gestió de la DANA als centres educatius de les pedanies del sud, amb gimnasos inoperatius, mobiliari sense reposar i falta de finançament."
2025-04-11-3-111,2025-04-11-3,2025-04-11,2023-2027,Silvana Gabriela Cabrera Martínez,Asociación Intercultural Candombe,asociacion-intercultural-candombe,ong,castellano,ciutat,,,drets_i_igualtat|medi_ambient|serveis_publics,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|medi_ambient:dana_2024|serveis_publics:educacio|serveis_publics:salut|serveis_publics:serveis_socials,3|6|7|9|13|19,900|1906|711|1302|1304|1303|602|300,"Denuncia el abandono institucional hacia personas migrantes tras la DANA, el empadronamiento como herramienta de exclusión, y exige políticas antirracistas y regularización inmediata.","Denuncia l'abandó institucional cap a persones migrants després de la DANA, l'empadronament com a eina d'exclusió, i exigeix polítiques antiracistes i regularització immediata."
2025-04-11-3-113,2025-04-11-3,2025-04-11,2023-2027,Cintia Sancanuto Chardí,AV del Palmar,av-del-palmar,av,valenciano,multi_barri,El Palmar|El Saler|El Perellonet,Poblats del Sud,participacio|urbanisme|medi_ambient,participacio:participacio|participacio:processos_participatius|urbanisme:usos_turistics|medi_ambient:dana_2024,7|14|15|20,2000|1526|711|1401,"Segunda intervención de Sancanuto defendiendo que las entidades ciudadanas hacen política legítima, exigiendo participación real y denunciando la campaña turística que perjudicó al Palmar tras la DANA.","Segona intervenció de Sancanuto defensant que les entitats ciutadanes fan política legítima, exigint participació real i denunciant la campanya turística que va perjudicar el Palmar després de la DANA."
2025-04-11-3-110,2025-04-11-3,2025-04-11,2023-2027,Mª Amparo Puchades Giner,AV Castellar-l'Oliveral,av-castellar-loliveral,av,valenciano,barri,Castellar-L'Oliveral,Poblats del Sud,medi_ambient|participacio|urbanisme,medi_ambient:emergencies_climatiques|medi_ambient:dana_2024|medi_ambient:zones_verdes|participacio:participacio|participacio:processos_participatius|urbanisme:espai_public,7|14|20,711|1403|1401|2000,"Representante de Castellar-l'Oliveral critica la falta de participación ciudadana real en la reconstrucción post-DANA y propone eliminar barreras al drenaje, recuperar la ley de la huerta y crear una mesa de seguimiento.","Representant de Castellar-l'Oliveral critica la falta de participació ciutadana real en la reconstrucció post-DANA i proposa eliminar barreres al drenatge, recuperar la llei de l'horta i crear una taula de seguiment."
2025-04-11-3-013,2025-04-11-3,2025-04-11,2023-2027,María José Chiner Olmos,Associació de Veïns del Forn d'Alcedo,associacio-veins-forn-alcedo,av,mixt,barri,El Forn D'Alcedo,Poblats del Sud,medi_ambient|mobilitat|urbanisme,medi_ambient:dana_2024|medi_ambient:emergencies_climatiques|mobilitat:mobilitat_activa|urbanisme:espai_public|urbanisme:habitatge,7|10|14,711|1010|1400|1403,"La presidenta de la Asociación de Vecinos del Forn d'Alcedo solicita mejoras tras la dana: una vía ciclopeatonal que cruce el nuevo cauce del Turia, sistemas de drenaje en la V-31, paralización de la ampliación del polígono industrial para construir viviendas, y un canal de comunicación sobre intervenciones para evitar futuros desbordamientos.","La presidenta de l'Associació de Veïns del Forn d'Alcedo sol·licita millores després de la dana: una via ciclopeatonal que travesse el nou llit del Túria, sistemes de drenatge a la V-31, paralització de l'ampliació del polígon industrial per a construir habitatges, i un canal de comunicació sobre les intervencions previstes."
2025-04-11-3-109,2025-04-11-3,2025-04-11,2023-2027,Mariam Andrea Narváez Ayala,Asociación Por ti Mujer,por-ti-mujer,ong,castellano,barri,La Torre,Poblats del Sud,drets_i_igualtat|medi_ambient|participacio,drets_i_igualtat:igualtat_de_genere|drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|medi_ambient:zones_verdes|medi_ambient:dana_2024|participacio:participacio|participacio:processos_participatius,2|7|14|19,202|709|711|1401|1906,"Pide la recuperación de las huertas urbanas de género en Sociópolis destruidas por la DANA, como espacio de justicia social, inclusión e interculturalidad para mujeres migrantes.","Demana la recuperació de les hortes urbanes de gènere a Sociòpolis destruïdes per la DANA, com a espai de justícia social, inclusió i interculturalitat per a dones migrants."
2025-04-11-3-108,2025-04-11-3,2025-04-11,2023-2027,Piedad Ruiz,Cáritas Diocesana,caritas-diocesana,ong,castellano,multi_barri,La Torre|El Forn D'Alcedo|Castellar-L'Oliveral,Poblats del Sud,serveis_publics|medi_ambient|participacio,serveis_publics:serveis_socials|medi_ambient:dana_2024|participacio:consells_sectorials,7|13|20,711|1300|2000,"Cáritas agradece la coordinación con el Ayuntamiento en la atención a afectados por la DANA, valora la Mesa de Coordinación Social y el futuro centro social de La Torre.","Càritas agraïx la coordinació amb l'Ajuntament en l'atenció a afectats per la DANA, valora la Taula de Coordinació Social i el futur centre social de La Torre."
2025-04-11-3-107,2025-04-11-3,2025-04-11,2023-2027,Consuelo Riveiro Carro,AVV de Sant Marcel·lí,av-sant-marcelli,av,castellano,multi_barri,Sant Marcel.Li|La Torre,Jesús|Poblats del Sud,serveis_publics|urbanisme|drets_i_igualtat,serveis_publics:salut|urbanisme:espai_public|drets_i_igualtat:drets_humans,3|14|19,300|1401|1906,"Vecina de Sant Marcel·lí exige un nuevo centro de salud en Sociópolis con médicos fijos, y denuncia el abandono de La Torre frente al centro de la ciudad.","Veïna de Sant Marcel·lí exigeix un nou centre de salut a Sociòpolis amb metges fixos, i denuncia l'abandó de La Torre front al centre de la ciutat."
2025-04-11-3-010,2025-04-11-3,2025-04-11,2023-2027,Cintia Sancanuto Chardí,AV del Palmar,av-del-palmar,av,valenciano,multi_barri,La Torre|Faitanar|Castellar-L'Oliveral|El Forn D'Alcedo|Pinedo|El Saler|El Palmar|El Perellonet,Poblats del Sud,medi_ambient|urbanisme|serveis_publics|participacio|drets_i_igualtat,medi_ambient:emergencies_climatiques|medi_ambient:dana_2024|urbanisme:espai_public|serveis_publics:seguretat|participacio:participacio|participacio:transparencia|drets_i_igualtat:drets_humans,7|10|14|20,711|1001|1403|2000|1401,"Cintia Sancanuto denuncia el abandono sistemático de los pueblos del sur de Valencia ante la dana, exigiendo justicia, servicios básicos, participación ciudadana vinculante y un modelo urbano que priorice a las personas sobre intereses económicos y turísticos.","Cintia Sancanuto denuncia l'abandó sistemàtic dels pobles del sud de València davant la dana, exigint justícia, serveis bàsics, participació ciutadana vinculant i un model urbà que prioritze les persones sobre interessos econòmics i turístics."
2025-04-11-3-106,2025-04-11-3,2025-04-11,2023-2027,Jorge Guillot Artés,Asociación Cultural Cruces de Mayo La Torre,cruces-mayo-la-torre,cultural,castellano,barri,Benimamet,Poblats de l'Oest,medi_ambient|urbanisme|serveis_publics,medi_ambient:contaminacio|urbanisme:espai_public|serveis_publics:esports,7|14|15,705|1401|1526,"Vecino de Sociópolis reconoce mejoras recientes en limpieza pero denuncia la lentitud del Consorcio para habilitar ascensores y garajes, y pide apostar por el futuro del barrio.","Veí de Sociòpolis reconeix millores recents en neteja però denuncia la lentitud del Consorci per a habilitar ascensors i garatges, i demana apostar pel futur del barri."
2025-04-11-3-105,2025-04-11-3,2025-04-11,2023-2027,Ikram Boulghoudan,Jóvenes hacia la Solidaridad y el Desarrollo,jovesolides,ong,castellano,no_especificat,,,drets_i_igualtat|medi_ambient|participacio,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|medi_ambient:dana_2024|participacio:transparencia,2|7|19|20,202|711|1906|2000,"Exige la regularización inmediata de personas migrantes afectadas por la DANA, denuncia los discursos de odio y reivindica el papel de las entidades migrantes en la reconstrucción.","Exigeix la regularització immediata de persones migrants afectades per la DANA, denuncia els discursos d'odi i reivindica el paper de les entitats migrants en la reconstrucció."
2025-04-11-3-008,2025-04-11-3,2025-04-11,2023-2027,Daniel Sancho Tos,Discóbolo La Torre Atlétic Club,discobol-la-torre-atletc-club,esportiu,castellano,barri,La Torre,Poblats del Sud,serveis_publics|medi_ambient|cultura,serveis_publics:esports|medi_ambient:dana_2024|cultura:associacionisme,7|13|15,1526|711|1305,"El director deportivo del Discóbolo La Torre expresa gratitud por la rápida reconstrucción del campo de fútbol tras la DANA, destacando su valor como herramienta de integración, inclusión y alegría para los niños del barrio.","El director esportiu del Discóbolo La Torre expressa agraïment per la reconstrucció ràpida del camp de futbol després de la DANA, destacant el seu valor com a eina d'integració, inclusió i alegria per als xiquets del barri."
2025-04-11-3-104,2025-04-11-3,2025-04-11,2023-2027,Andrés Eduardo Valverde Gil,Associació Cuidem la Raïosa,cuidem-la-raiosa,av,castellano,barri,La Raiosa,Jesús,urbanisme|drets_i_igualtat|medi_ambient,urbanisme:habitatge|drets_i_igualtat:drets_humans|medi_ambient:dana_2024,7|14|19,1400|1406|1911|711,"Vecino migrante de La Torre denuncia la crisis de vivienda agravada por la DANA, la imposibilidad de competir en el mercado inmobiliario y la ineficacia de las solicitudes de vivienda social.","Veí migrant de La Torre denuncia la crisi d'habitatge agreujada per la DANA, la impossibilitat de competir al mercat immobiliari i la ineficàcia de les sol·licituds d'habitatge social."
2025-04-11-3-007,2025-04-11-3,2025-04-11,2023-2027,Nadia Tabib Chouitar,Jóvenes hacia la Solidaridad y el Desarrollo / Casa Marruecos,jovesolides,ong,castellano,ciutat,,,medi_ambient|drets_i_igualtat|participacio,medi_ambient:dana_2024|drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|participacio:participacio,7|9|14|19,711|1906|900|1401,"Nadia Tabib Chouitar, representante de Casa Marruecos, denuncia la falta de reconocimiento institucional y la estigmatización de la población migrante tras la dana, destacando el trabajo de autoorganización de entidades migrantes que proporcionaron ayuda sin recursos ni apoyo oficial.","Nadia Tabib Chouitar, representant de Casa Marruecos, denuncia la falta de reconeixement institucional i l'estigmatització de la població migrant tras la dana, destacant el treball d'autoorganització d'entitats migrants que proporcionaren ajuda sense recursos ni suport oficial."
2025-04-11-3-103,2025-04-11-3,2025-04-11,2023-2027,Mª Isabel Collado Villagrasa,Associació Cuidem la Raïosa,cuidem-la-raiosa,av,castellano,multi_barri,La Torre|El Grau,Poblats Marítims|Poblats del Sud|Quatre Carreres,medi_ambient|mobilitat|serveis_publics|urbanisme|cultura,medi_ambient:dana_2024|mobilitat:transport_public|serveis_publics:educacio|serveis_publics:esports|urbanisme:habitatge|cultura:patrimoni_cultural,6|7|10|14|15,711|1001|1400|600|1526,"Vecina de La Torre denuncia el abandono de las pedanías del sur tras la DANA, la falta de coordinación en la gestión de ayudas, y reclama transporte, viviendas asequibles, centro cultural y deportivo.","Veïna de La Torre denuncia l'abandó de les pedanies del sud després de la DANA, la falta de coordinació en la gestió d'ajudes, i reclama transport, vivendes assequibles, centre cultural i esportiu."
2025-04-11-3-006,2025-04-11-3,2025-04-11,2023-2027,Norman Ortells Miragall,Associació de Veïns de la Torre,av-la-torre,av,mixt,multi_barri,La Torre|Faitanar,Poblats del Sud,participacio|serveis_publics|medi_ambient,participacio:participacio|participacio:processos_participatius|participacio:transparencia|serveis_publics:serveis_socials|serveis_publics:educacio|medi_ambient:dana_2024,7|13|20,2000|2015|1300|711,"Norman Ortells, portaveu de l'AVV de la Torre, critica la falta de participació real, el retard en les promeses (biblioteca i centre de serveis socials), i l'incompliment del compromís sobre els fons EDIL Dana. Denuncia que sis mesos després de la tragèdia les coses no han avansat i reclama accions constructives.","Norman Ortells, portaveu de l'AVV de la Torre, critica la falta de participació real, el retard en les promeses (biblioteca i centre de serveis socials), i l'incompliment del compromís sobre els fons EDIL Dana. Denuncia que sis mesos després de la tragèdia les coses no han avansat i reclama accions constructives."
2025-04-11-3-102,2025-04-11-3,2025-04-11,2023-2027,Maria Aniuska Dolz Sánchez,AMPA CP Padre Manjón,ampa-cp-padre-manjón,educacio,castellano,barri,La Torre,Poblats del Sud,medi_ambient|serveis_publics|participacio,medi_ambient:emergencies_climatiques|medi_ambient:dana_2024|serveis_publics:educacio|serveis_publics:salut|participacio:participacio|participacio:transparencia,3|6|7|20,711|331|2000|602,"Representante del AMPA del CP Padre Manjón denuncia que seis meses después de la DANA nada ha cambiado en La Torre, exige inversiones reales y acciones preventivas ante futuras riadas.","Representant de l'AMPA del CP Pare Manjón denuncia que sis mesos després de la DANA res ha canviat a La Torre, exigeix inversions reals i accions preventives davant futures riuades."
2025-04-11-3-005,2025-04-11-3,2025-04-11,2023-2027,Elvira Puchades Ridaura,AV del Palmar,av-del-palmar,av,castellano,multi_barri,La Torre|El Palmar|El Perellonet|Pinedo|Castellar-L'Oliveral|El Forn D'Alcedo|Faitanar,Poblats del Sud,medi_ambient|serveis_publics|participacio,medi_ambient:dana_2024|serveis_publics:serveis_socials|participacio:participacio,7|13|14|19,711|1401|1305|1906,"Elvira Puchades, vecina de La Torre, critica la falta de respuesta del Ayuntamiento tras la DANA, denunciando que las pedanías del sur reciben trato de ciudadanos de segunda categoría y que las medidas adoptadas son insuficientes, mientras reclama igualdad de derechos.","Elvira Puchades, veïna de La Torre, critica la falta de resposta de l'Ajuntament després de la DANA, denunciant que les pedanies del sud reben tracte de ciutadans de segona categoria i que les mesures adoptades són insuficients, mentre reclama igualtat de drets."
2025-04-11-2-005,2025-04-11-2,2025-04-11,2023-2027,José A. Barba,AV Nazaret Unido,asociacion-vecinos-nazaret-unido,av,castellano,barri,Natzaret,Poblats Marítims,urbanisme|mobilitat|drets_i_igualtat,urbanisme:espai_public|mobilitat:transit|drets_i_igualtat:drets_humans,10|14|19,1002|1401|1906,"Exige al Gobierno de España un compromiso firme con el soterramiento de las vías de Serrería, denunciando el aislamiento crónico del barrio de Nazaret y reclamando igualdad de trato respecto a otras ciudades.","Exigeix al Govern d'Espanya un compromís ferm amb el soterrament de les vies de Serreria, denunciant l'aïllament crònic del barri de Natzaret i reclamant igualtat de tracte respecte a altres ciutats."
